번호,시설명,주소
1665,다정한우리집,"경기도 성남시 중원구 자혜로17번길 16, 101동 9층 903호 (은행동)"
1666,명지지역아동센터,충청북도 옥천군 옥천읍 문장로 98-31
1667,각화동지역아동센터,"광주광역시 북구 군왕로 202 (각화동, 3층)"
1668,돈보스코지역아동복지센터,서울특별시 영등포구 여의대방로 65 (신길동)
1669,사랑의보금자리,전라북도 전주시 완산구 덕산길 38-8 (색장동)
1670,용아지역아동센터,광주광역시 광산구 송정공원로23번길 18-18 (소촌동)
1671,해피존우리지역아동센터,경기도 부천시 부천로148번길 22-1 (원미동)
1672,사회복지법인 미애원,부산광역시 동구 망양로 641 (수정동)
1673,대한지역아동센터,부산광역시 동구 초량상로65번길 36 (초량동)
1674,꿈나무지역아동센터,"인천광역시 남동구 남촌로 120 (남촌동, 2층)"
1675,미암지역아동센터,전라남도 영암군 미암면 비래길 14-1
1676,한빛지역아동센터,"경상남도 통영시 광도면 신죽1길 90, 2층 207호 (죽림프라자)"
1677,새터민청소년그룹홈 <가족>,"서울특별시 성북구 북악산로1다길 3, 1층 (정릉동)"
1678,수안빛 지역아동센터,부산광역시 동래구 충렬대로238번가길 51 (낙민동)
1679,솔로몬지역아동센터,전라남도 목포시 신죽길30번길 14-3 (죽교동)
1680,모락산아이들지역아동센터,"경기도 의왕시 내손순환로 117 (내손동, 2층)"
1681,고아지역아동센터,경상북도 구미시 고아읍 관심1길 38-21
1682,동삼지역아동센터,부산광역시 영도구 태종로 797 (동삼동)
1683,강동지역아동복지센터,서울특별시 강동구 구천면로68길 46 (천호동)
1684,수북지역아동센터,전라남도 담양군 수북면 사창동길 69
1685,충도지역아동센터,전라남도 완도군 노화읍 충도141번길 30
1686,대양지역아동센터,경상남도 합천군 대양면 양산길 22-9
1687,자연과아이들지역아동센터,"경기도 시흥시 군자로481번길 15 (거모동, (1층))"
1688,순천만지역아동센터,"전라남도 순천시 안산길 20, 3층 (연향동)"
1689,스카이,경기도 수원시 팔달구 세지로152번길 24 (인계동)
1690,이화지역아동센터,울산광역시 북구 이화4길 10-4 (중산동)
1691,천성지역아동센터,대전광역시 서구 도산로 429 (탄방동)
1692,과역지역아동센터,전라남도 고흥군 과역면 과역로 901
1693,우리들의사랑방 지역아동센터,충청북도 충주시 봉계12길 16-1 (봉방동)
1694,지혜의다락방지역아동센터,광주광역시 남구 서문대로749번라길 11 (주월동)
1695,옥봉지역아동센터,경상남도 진주시 향교로 85 (옥봉동)
1696,석전지역아동센터,경상남도 창원시 마산회원구 석전동3길 24 (석전동)
1697,기장지역아동센터,전라북도 임실군 오수면 오수로 176
1698,임마누엘지역아동센터,충청북도 음성군 대소면 대풍산단로 20
1699,힘찬 지역아동센터,경기도 성남시 수정구 모란로 91 (태평동)
1700,희망지역아동센터,충청남도 논산시 연무읍 동안로888번길 12
1701,동성원,"부산광역시 금정구 두실로7번길 63 (구서동, 동성원)"
1702,그루터기지역아동센터,"경상북도 구미시 선산읍 단계서길 69, 2층"
1703,산호지역아동센터,경상남도 창원시 마산합포구 허당로 43-1 (산호동)
1704,해누림지역아동센터,"충청남도 천안시 동남구 원성2교길 46, 2층 (원성동)"
1705,주안지역아동센터,전라남도 목포시 청호로 159 (산정동)
1706,성빈무지개집그룹홈,"광주광역시 북구 군왕로 119 (두암동, 청아아파트101호)"
1707,지구촌지역아동센터,"광주광역시 서구 풍암순환로 8 (풍암동, 호반증흥상가 2-204)"
1708,푸른숲속지역아동센터,"전라북도 정읍시 말고개길 73-4 (구룡동, 영창파크타운 상가동 302호,305호,309호)"
1709,깨비지역아동센터,강원도 춘천시 효자로 90 (효자동)
1710,씨앗지역아동센터,전라북도 군산시 서수면 하금길 37-3
1711,휘연아동그룹홈,전라남도 보성군 벌교읍 월정길 130-11
1712,한빛지역아동센터,전라남도 담양군 대전면 대치8길 7-9
1713,원광지역아동센터,서울특별시 동대문구 사가정로15길 47 (전농동)
1714,안동YMCA 지역아동센터,경상북도 안동시 복주길 52 (옥동)
1715,희망나눔지역아동센터,대구광역시 달성군 논공읍 논공로 697-9
1716,산서지역아동센터,대전광역시 중구 남달미로 85 (목달동)
1717,이화지역아동센터,"전라남도 나주시 남평읍 남평2로 32, 3층"
1718,가산지역아동센터,경기도 포천시 가산면 가산로348번길 13
1719,제일강동지역아동센터,"서울특별시 강동구 양재대로128길 53, 301호호 (길동)"
1720,다사랑지역아동센터,"대구광역시 북구 중앙대로105길 27 (칠성동2가, 아트센스빌딩)"
1721,다솜호산지역아동센터,대구광역시 달서구 호산동로35북길 107 (호산동)
1722,로뎀나무지역아동센터,"인천광역시 계양구 경명대로1029번길 22-18 (계산동, 1층)"
1723,서남지역아동센터,광주광역시 남구 독립로 62 (백운동)
1724,돈암동교회 모퉁이돌 지역아동센터,서울특별시 성북구 아리랑로6가길 37 (동선동5가)
1725,수완숲지역아동센터,광주광역시 광산구 장덕로40번길 36 (장덕동)
1726,그루터기지역아동센터,전라북도 군산시 팔마로 18 (문화동)
1727,꿈이 흐르는 샘,"경기도 구리시 벌말로 133-16, 4층 401호 (토평동)"
1728,산내들 지역아동센터,전라남도 강진군 마량면 삼마로 7-8
1729,두서지역아동센터,울산광역시 울주군 두서면 노동길 33
1730,창선지역아동센터 아바의 집,경상남도 남해군 창선면 창선로 100-1
1731,엘피스,인천광역시 부평구 부흥로386번길 35 (부개동)
1732,세계로 지역아동센터,경기도 부천시 길주로363번길 64 (춘의동)
1733,풀꽃친구지역아동센터,"광주광역시 남구 용대로 131-1, 2층 (방림동, 상가동)"
1734,서창지역아동센터,"경상남도 양산시 삼려1길 3 (삼호동, 북부마을회관 2층)"
1735,행복한지역아동센터,"서울특별시 은평구 연서로 39, 2층 (역촌동)"
1736,전입지역아동센터,전라남도 순천시 성남앞길 26 (남정동)
1737,한라지역아동센터,"제주특별자치도 제주시 연화로2길 5, 1층 (연동)"
1738,청소년전용지역아동센터,"광주광역시 북구 금호로86번길 22, 201호 (운암동, 중흥2차아파트,상가동202)"
1739,옥룡지역아동센터,전라남도 광양시 옥룡면 신재로 614-2
1740,동방지역아동센터,경상북도 경주시 금성로 261 (노서동)
1741,보배지역아동센터,광주광역시 광산구 월계로34번길 14-20 (월계동)
1742,신암지역아동센터,"대구광역시 동구 아양로8길 19 (신암동, (3층))"
1743,무지개지역아동센터,"부산광역시 동구 범상로 27, 2층 (범일동)"
1744,하늘둥지지역아동센터,"인천광역시 남동구 청능대로715번길 59 (논현동, 주공아파트 주민복지관)"
1745,희망의 집,"경기도 의왕시 까치골길 9, 109호 (삼동, 까치아파트)"
1746,새누리지역아동센터,전라북도 전주시 완산구 봉곡3길 31-5 (효자동2가)
1747,칠보산청소년방과후,"경기도 수원시 권선구 매실로 47-14, 3층층 (호매실동)"
1748,서초꿈,서울특별시 서초구 서초대로 114-14 (방배동)
1749,구립광현청소년 지역아동센터,"서울특별시 은평구 연서로27길 31-7, 지하1층 (갈현동)"
1750,성심원,경기도 용인시 수지구 고기로45번길 40-11 (동천동)
1751,구세군군산후생원,전라북도 군산시 월명로 514 (신흥동)
1752,다사랑지역아동센터,"대구광역시 달서구 월배로32안길 61, 2층 203호 (진천동, 귀빈아파트 상가)"
1753,한결지역아동센터,"경기도 부천시 오정로232번길 51-23 (오정동, 맨스타빌딩 3층)"
1754,가온누리 공동생활가정,"경상북도 포항시 남구 대송면 제내길 4, 3층"
1755,해바라기지역아동센터,대구광역시 달성군 다사읍 서재로30길 17
1756,다니엘지역아동센터,충청남도 보령시 원평2길 15 (동대동)
1757,청소년1318해피존나무를심는학교,서울특별시 서대문구 북아현동 1번지 30호 2층
1758,강동큰나무지역아동센터,"경상북도 경주시 강동면 강동로 47-3, B동 101호 (강동그린빌)"
1759,참사람 지역아동센터,"대구광역시 남구 중앙대로40길 10-2, 2층 (대명동)"
1760,맑은누리,"경기도 용인시 기흥구 사은로126번길 10, 112동 203호 (보라동, 민속마을쌍용아파트)"
1761,부산지역아동센터,전라남도 장흥군 부산면 부유로 25-8
1762,연화지역아동센터,충청남도 아산시 배방읍 연화로 16 (연화마을7단지 아파트 관리동)
1763,광명시지역아동센터,경기도 광명시 오리로 1018 (광명동)
1764,노엘지역아동센터,"울산광역시 중구 다운5길 38, 2층 (다운동)"
1765,옹기종기지역아동센터,"인천광역시 미추홀구 동주길135번길 8, 2층 (주안동)"
1766,송천나눔지역아동센터,전라북도 전주시 덕진구 솔내2길 76 (송천동1가)
1767,두란노지역아동센터,경기도 성남시 중원구 산성대로552번길 6 (은행동)
1768,새날공부방,경기도 부천시 옥산로168번길 31-5 (도당동)
1769,작은보금자리,충청북도 단양군 대강면 미노4길 87-9
1770,포도원비전하우스지역아동센터,"경기도 의왕시 호성로 64, 302호 (오전동, LG진달래상가)"
1771,한빛지역아동센터,"인천광역시 남동구 구월로137번길 40, 3층 (간석동)"
1772,꿈꾸는배움터지역아동센터,"충청북도 청주시 흥덕구 가경로101번길 30, 2층층 (가경동)"
1773,신광지역아동센터,경기도 부천시 성주로 195-4 (심곡본동)
1774,새하늘지역아동센터,"경기도 성남시 중원구 박석로 65-1 (상대원동, 2층,3층)"
1775,도천지역아동센터,경상남도 통영시 여황로 125 (도천동)
1776,안중푸른학교지역아동센터,경기도 평택시 안중읍 안현로서3길 88-1
1777,키파김포지역아동센터,경기도 김포시 양촌읍 양곡로373번길 59-19
1778,스카이지역아동센터,강원도 강릉시 성덕포남로174번길 44 (포남동)
1779,비젼학교지역아동센터,"서울특별시 강남구 일원로3길 38, 2층층 (일원동)"
1780,가엘해룡지역아동센터,전라남도 순천시 해룡면 월전길 37
1781,해송지역아동센터,서울특별시 종로구 낙산성곽동길 59-10 (창신동)
1782,한샘지역아동센터,"전라남도 영암군 영암읍 새동네길 24, 2층"
1783,선린애육원,경상북도 포항시 북구 삼호로 480-33 (환호동)
1784,뜰안 지역아동센터,경상북도 포항시 북구 흥해읍 중성로32번길 25 
1785,햇살지역아동센터,전라북도 정읍시 수성2로 27-10 (수성동)
1786,아람지역아동센터,경기도 남양주시 화도읍 비룡로440번길 27-7
1787,지수지역아동센터,부산광역시 중구 대영로242번길 4 (영주동)
1788,동대구지역아동센터,"대구광역시 동구 화랑로25길 25 (효목동, (2층))"
1789,포항덕수지역아동센터,경상북도 포항시 북구 흥해읍 도음로855번길 9-14
1790,해성 지역아동센터,"서울특별시 관악구 관악로 287, 310호 (봉천동, 동아아파트상가)"
1791,위천지역아동센터,경상남도 거창군 위천면 원학길 360
1792,해밀지역아동센터,"경기도 남양주시 오남읍 경복대로17번길 61-11, 1층"
1793,더불어숲지역아동센터,제주특별자치도 제주시 일주서로 7774-1 (노형동)
1794,전북좋은이웃,"전라북도 전주시 완산구 따박골로 11, 1동 107층 (중화산동2가, 거성그린맨션)"
1795,꿈꾸는 지역아동센터,전라북도 익산시 주현로 21 (주현동)
1796,푸른꿈 그룹홈,"경상남도 함안군 칠원읍 호곡1길 51-1, 1호"
1797,홀더지역아동센터,광주광역시 서구 금부로95번길 45 (쌍촌동)
1798,전북서부좋은이웃그룹홈(전북서부지부),"전라북도 익산시 약촌로 202, 105동 106호 (영등동, 영등 신일APT)"
1799,로뎀청소년학교,충청북도 제천시 송학면 오미로13길 37
1800,청운자립생활관,서울특별시 동작구 상도동 290번지
1801,행복한우리집,"경기도 포천시 삼육사로2111번길 40, 1층 (선단동)"
1802,꿈둥지,"충청남도 서산시 동서1로 152-15, B동 (석남동)"
1803,송죽원,서울특별시 서대문구 송죽길 23 (홍제동)
1804,노량진행복한홈스쿨,서울특별시 동작구 노량진로30길 22 (본동)
1805,다윗공동생활가정,충청남도 천안시 서북구 노태산로 21 (백석동)
1806,사랑이있는지역아동센터,경기도 군포시 금당로 164 (금정동)
1807,보호치료시설 효광원,대전광역시 동구 산내로1305번길 48 (낭월동)
1808,광안해늘지역아동센터,부산광역시 수영구 수영로642번길 37 (광안동)
1809,성루지역아동센터,전라남도 목포시 교육로 27 (상동)
1810,매호지역아동센터,대구광역시 수성구 달구벌대로627길 22-24 (매호동)
1811,햇살 지역아동센터,"강원도 춘천시 신북읍 신북로 34, 2층"
